"id","group","geonameid","name","asciiname","alternatenames","feature_class","feature_code","longitude","latitude"
"1016",2,2037242,"gaolibaN","Gaoliban","Gaoliban,Gaoliban Zhen,Golin Baixing,K'o-erh-ch'in-yu-chung-ch'i,K'o-erh-ch'in-yu-i-chung-ch'i,Kanlipan,Kao-li-pan,Kao-li-pan-ts'un,Kao-li-pan-ts’un,Kao-lin-pai-hsing,K’o-erh-ch’in-yu-chung-ch’i,K’o-erh-ch’in-yu-i-chung-ch’i,gao li ban,gao li ban zhen,高力板,高力板镇","P","PPLA4",4929556.61613283,5737965.92323261
"1018",1,2037248,"gerqulU","Ger Qulu","","P","PPL",5067637.00669189,5782601.01778488
"1020",9,2037250,"genihE","Geni He","Geni He,Genikhe,Ko-ni Ho","H","STM",4487042.93898366,6098120.09918768
"1023",3,2037258,"gegenmiaO","Gegenmiao","Gegenmiao,Ko-ken-miao","P","PPL",4815359.31202669,5844925.68586864
"1024",9,2037260,"gaxunsuM","Gaxun Sum","","P","PPL",6059997.52518045,5768979.49926676
"1025",2,2037261,"gaxunnuR","Gaxun Nur","Chu-yen Hai,Chü-yen Hai,Gashiun Nor,Gashun Nor,Gashuun Nuur,Gaxun Nur,Gushien,Hsi Hai-tzu,Ka-shun Hu,Ka-shun-no-erh,Lake Gashun-nur","H","LKN",6711113.63066116,6198960.51765923
"1027",1,2037266,"gaotouyaO","Gaotouyao","Gaotouyao,Kao-t'ou-yao,Kao-t’ou-yao","P","PPL",6252449.99577205,5538373.9578455
"1028",3,2037278,"gaomiaO","Gaomiao","Gaomiao,Gaomiao Xiang,Gaomiaozi,Kao-miao","P","PPL",5840677.53461996,5481926.20036622
"1029",2,2037280,"gaolintuN","Gaolintun","","P","PPL",4940590.07607371,5598360.50346785
"103",2,1798396,"qagantolgoI","Qagan Tolgoi","","P","PPL",6522122.54659245,5361417.15534871
"1030",8,2037298,"gaojiacuN","Gaojiacun","","P","PPL",6159122.34087996,5653351.1770534
"1031",1,2037304,"ganyuaN","Ganyuan","","P","PPL",4380231.207276,6437433.37393623
"1032",1,2037309,"ganpaozI","Ganpaozi","Ganpaozi,Kan-p'ao-tzu,Kan-p’ao-tzu","P","PPL",5406731.93185569,5682701.19130768
"1033",9,2037312,"ganjursuM","Ganjur Sum","Ganjur Sum,Kan-chu-miao","P","PPL",5484977.10129087,5945898.52246712
"1039",8,2037356,"fushengzhuanG","Fushengzhuang","","P","PPL",5953384.19839682,5555554.84109275
"104",2,1798397,"qagantaL","Qagan Tal","","P","PPL",6391944.31014116,5395993.54412399
"1040",8,2037376,"fujiawaN","Fujiawan","Fu-chia-wan,Fujiawan","P","PPL",6481960.02868064,5643835.37377896
"1041",4,2037390,"fengzhenshI","Fengzhen Shi","Feng-chen Hsien,Fengzhen,Fengzhen Shi,Fengzhen Xian,feng zhen,feng zhen shi,丰镇,丰镇市","A","ADM3",5928887.78607342,5473439.08832242
"1042",4,2037391,"beichengqU","Beichengqu","Beichengqu,Beichengqu Jiedao,Feng-chen,Feng-chen-hsien,Fengzhen,Fengzhen Shi,bei cheng qu,bei cheng qu jie dao,feng zhen,feng zhen shi,li zhen shi,丰镇,丰镇市,北城区,北城区街道,豊鎮市","P","PPLA3",5936992.66966014,5466239.13810879
"1046",1,2037441,"ertaizI","Ertaizi","Ertaizi","P","PPL",5860300.2657759,5494132.35045326
"1048",1,2037477,"ergunshI","Ergun Shi","E'erguna Shi,E'erkena Shi,Ergun,Ergun Shi,Ergun Youqi,E’erguna Shi,E’erkena Shi,O-erh-ku-na Ch'i,O-erh-ku-na Ch’i,O-erh-ku-na-yu Ch'i,O-erh-ku-na-yu Ch’i,e er gu na,e er gu na shi,e er gu na you qi,额尔古纳,额尔古纳右旗,额尔古纳市","A","ADM3",4483578.34363608,6557226.3408961
"105",2,1798398,"qaganobO","Qagan Obo","Ch'a-han-ao-pao,Ch’a-han-ao-pao,Qagan Obo","P","PPL",6651373.69003421,5718211.59465623
"1050",1,2037480,"ergouwaN","Ergouwan","Ergouwan,Yigouwan","P","PPL",6213147.97455295,5590673.23095533
"1051",19,2037481,"erfenzI","Erfenzi","Erfenzi,Erfenzi Xiang,Erh-fen-tzu,er fen zi,er fen zi xiang,二份子,二份子乡","P","PPLA4",6057888.43637448,5665031.73213132
"1052",4,2037482,"erenteG","Eren Teg","Ai-le-t'e-ko,Ai-le-t’e-ko,Eren Teg","P","PPL",6491507.45338941,5888564.07730222
"1053",4,2037483,"erennuR","Eren Nur","","P","PPL",5837300.59795956,5880121.48720092
"1054",4,2037484,"erenhotshI","Erenhot Shi","Erenhot,Erenhot Shi,Erh-lien-hao-t'e Shih,Erh-lien-hao-t’e Shih,Erlianhaote,Erlianhaote Shi,er lian hao te,er lian hao te shi,二连浩特,二连浩特市","A","ADM3",5774451.98582627,5904969.36492644
"1055",4,2037485,"erenhoT","Erenhot","ERL,Ereen,Erenhot,Erh-lien,Erh-lien-hao-t'e,Erh-lien-hao-t'e-shih,Erh-lien-hao-t’e,Erh-lien-hao-t’e-shih,Erlianhaote Shi,Erlin,Erlyan',Erlyan’,I-lin-ta-pu-su,I-lin-tu-pa-su,Iren,Iren Dabasu,P'ang-pei,P’ang-pei,Wulan,Wulan Jiedao,Yeh-lieh-ta-pa-sha,Yu-lin-ta-pa-su,er lian hao te,er lian hao te shi,wu lan,wu lan jie dao,乌兰,乌兰街道,二连浩特,二连浩特市","P","PPLA3",5776736.62184605,5902242.22012149
"1056",4,2037486,"erengobI","Eren Gobi","Eren Gaobi,Eren Gaobi Sumu,Eren Gobi,e ren gao bi,e ren gao bi su mu,额仁高毕,额仁高毕苏木","P","PPLA4",5100471.68047221,5996793.83528138
"1057",4,2037487,"erengobI","Eren Gobi","Eren Gobi,O-jen-ko-pi-mu-ch'ang,O-jen-ko-pi-mu-ch’ang","P","PPL",5203641.39669518,5891406.30973393
"1058",2,2037488,"erdenbulagsuM","Erden Bulag Sum","Erden Bulag,Erden Bulag Sum,Kung-chi-ssu-ling","P","PPL",6240613.68916238,5666817.33313947
"1059",7,2037507,"erdaogoU","Erdaogou","Erdaogou,Erh-tao-kou","P","PPL",5774461.87320499,5619121.35212037
"106",2,1798399,"qagannuR","Qagan Nur","Ch'a-kan-no-erh,Ch’a-kan-no-erh,Qagan Nur","P","PPL",6437333.77989168,5494328.49904361
"1061",4,2037516,"enghhaD","Engh Had","","P","PPL",4306619.05680768,6725484.72721569
"1063",2,2037518,"enggeruS","Engger Us","En-ko-jih-wu-su,Engger Us","P","PPL",6599003.74687753,5906258.81656481
"1066",11,2037525,"ejinqI","Ejin Qi","Eji'na,Eji'na Qi,Ejin,Ejin Qi,Eji’na,Eji’na Qi,O-chi-na Ch'i,O-chi-na Ch’i,e ji na,e ji na qi,额济纳,额济纳旗","A","ADM3",6789925.79709059,6121672.10940247
"1067",5,2037526,"dutnuR","Dut Nur","","P","PPL",5159011.64193743,5948323.15396995
"1068",1,2037529,"duolunxiaN","Duolun Xian","Dolonnur Xian,Duolun,Duolun Xian,To-lun Hsien,duo lun,duo lun xian,多伦,多伦县","A","ADM3",5534664.44113988,5574685.50209497
"107",2,1798400,"qaganbulaG","Qagan Bulag","Ch'a-han-eh'ih,Ch’a-han-eh’ih,Qagan Bulag","P","PPL",6779191.35787044,5510329.0828625
"1074",9,2037548,"duguitaL","Dugui Tal","Dugui Tal,Tu-kuei-t'e-la,Tu-kuei-t’e-la","P","PPL",6280125.4389177,5636926.61371709
"1077",4,2037572,"dongxirE","Dong Xire","","P","PPL",5188379.64797848,5618092.27516665
"1078",4,2037579,"dongxinG","Dongxing","","P","PPL",6166690.06441225,5583124.69123256
"1079",11,2037587,"dongujimqinqI","Dong Ujimqin Qi","Dong Ujimqin,Dong Ujimqin Qi,Dongwuzhumuqin,Dongwuzhumuqin Qi,East Ujumuchin Banner,East Unumuchin Banner,Tung-wu-chu-mu-ch'in Ch'i,Tung-wu-chu-mu-ch’in Ch’i,dong wu zhu mu qin,dong wu zhu mu qin qi,东乌珠穆沁,东乌珠穆沁旗","A","ADM3",5162665.48797892,5964730.59138884
"108",2,1798401,"qaganbulaG","Qagan Bulag","Ch'a-han Ch'ih,Ch’a-han Ch’ih,Qagan Bulag","H","LK",6776419.87164203,5514663.37745192
"1080",4,2037613,"dongminG","Dongming","Dongming,Tung-ming","P","PPL",5085428.57154232,5568340.87483337
"1081",4,2037625,"donglaI","Donglai","","P","PPL",5047781.63375856,5566918.60159918
"1082",8,2037631,"dongjiayinG","Dongjiaying","","P","PPL",6071358.70919905,5509344.1177963
"1083",4,2037640,"donghezI","Donghezi","","P","PPL",5963054.08858822,5591251.12205236
"1084",4,2037641,"donghE","Dong He","Dong He,Na-lin Ho,Nariin Gol,Narin Gol,Narin He,O-chi-na Ho,Tung Ho","H","STM",6687695.28695799,6153329.05638791
"1086",4,2037657,"dongfenG","Dongfeng","","P","PPL",5033574.26555901,5600229.53700512
"1087",4,2037665,"dongbordabS","Dong Bor Dabs","","P","PPL",5750965.38183304,5680021.55490098
"1088",4,2037671,"dongbahaO","Dongbahao","","P","PPL",5984191.12054769,5626943.05578077
"1090",2,2037675,"diyantU","Diyantu","Diyantu,Ti-yen-t'u,Ti-yen-t’u","P","PPL",5176884.91081876,5599203.28447293
"1093",1,2037699,"dersteI","Derstei","Derstei,T'e-lo-hsi-t'an,T’e-lo-hsi-t’an","P","PPL",6845331.33261282,5938558.55289905
"1095",9,2037701,"derburhE","Derbur He","Chi-erh-pu-lo Ho,Chieh-erh-pu-erh-lo Ho,Derbul,Derbur He,Deruburu Ho,Derubūru Ho,Te-erh-pu-erh Ho","H","STM",4690899.69856322,6447554.72188707
"1097",4,2037706,"denglonghE","Denglonghe","","P","PPL",5384963.26590393,5589315.64047894
"1098",35,2037707,"dengkouxiaN","Dengkou Xian","Dengkou,Dengkou Xian,Teng-k'ou Hsien,Teng-k’ou Hsien,deng kou,deng kou xian,磴口,磴口县","A","ADM3",6442475.22682197,5697694.20175067
"1099",7,2037710,"deliqieR","Deliqi'er","Deliqi'er,Deliqi'er Ewenkeminzu Xiang,Deliqi’er,Deliqi’er Ewenkeminzu Xiang,de li qi er,de li qi er e wen ke min zu xiang,得力其尔,得力其尔鄂温克民族乡","P","PPLA4",4514985.97798463,6123370.15089419
"11",1,1529596,"beishaN","Beishan","Beishan,Pei-shan","P","PPL",7019440.62632135,6076700.85687767
"1100",1,2037725,"dayushU","Dayushu","Dayushu,Ta-yu-shu,Ta-yü-shu","P","PPL",5076231.40822041,5601148.3748166
"1101",8,2037728,"dayuangoU","Dayuangou","Dayuangou,Ta-yuan-kou,Ta-yüan-kou","P","PPL",5877680.42589531,5451265.39683245
"1102",8,2037731,"dayingzI","Dayingzi","Dayingzi,Ta-ying-tzu","P","PPL",5314606.75524112,5703558.19218704
"1103",8,2037732,"dayingzI","Dayingzi","Dayingzi,Ta-ying-tzu","P","PPL",5408523.5479863,5464899.445243
"1104",8,2037733,"dayingzI","Dayingzi","","P","PPL",5767201.69345363,5583695.17146021
"1105",2,2037741,"dayangshU","Dayangshu","Dajanshu,Dayangshu,Dayangshu Zhen,Gan'kuy,Gan’kuy,Kan-ho,Kan-k'uei,Kan-k’uei,Ta-yang-shu,Tayanshu,da yang shu,da yang shu zhen,Даяншу,大杨树,大杨树镇","P","PPLA4",4371135.6915184,6228338.31786071
"1106",2,2037742,"dayangqI","Dayangqi","Dayangqi,Dayangqi Zhen,Ta-yang-ch'i,Ta-yang-ch’i,da yang qi,da yang qi zhen,大扬气,大扬气镇","P","PPLA4",4311092.09631687,6384890.8774474
"1108",8,2037764,"wumianjinG","Wumianjing","","P","PPL",5673651.40005908,5579107.51885288
"111",8,1798575,"burjanghaizI","Burjang Haizi","Burjang Haizi,Pojianghaizi","P","PPL",6287635.29890847,5524393.93100003
"1110",4,2037789,"datuchenG","Datucheng","","P","PPL",5907434.8046316,5556845.66571395
"1111",8,2037792,"datongyaO","Datongyao","","P","PPL",5864753.01980613,5476685.13968983
"1113",1,2037812,"dashuwaN","Dashuwan","Dashuwan,Ta-shu-wan","P","PPL",6187938.43637458,5582607.63696529
"1114",1,2037817,"dashuinuR","Dashui Nur","Dashui Nur,Ta-shui-no-erh","P","PPL",5480400.4845306,5635537.48303835
"1115",1,2037818,"dashuiboluO","Dashuiboluo","Dashuiboluo,Ta-shui-po-lo","P","PPL",5303142.90570709,5758921.13499815
"1116",1,2037819,"dashizhaI","Dashizhai","Dashizhai,Ta-shih-chai","P","PPL",4867349.75349379,5903236.05812514
"1117",1,2037825,"dashimeN","Dashimen","Dashimen,Ta-shih-men","P","PPL",5390006.62283693,5586298.23863801
"1118",2,2037828,"daxataR","Da Xatar","An'bey,An-pei,An-pei-hsien,An-pei-she-chih-chu,An-pei-she-chih-chü,Anpeh,An’bey,Da Xatar,Danaytay,Dashetai,Ta-she-t'ai,Ta-she-t’ai,Ta-yu-t'ai,Ta-yü-t’ai","P","PPL",6210296.56896842,5678173.69122747
"1119",2,2037839,"olanhudaginsuM","Olan Hudagin Sum","Darhan Ul,Olan Hudagin Sum","P","PPL",5671809.45401707,5910151.43934494
"1120",8,2037840,"darhanmumingganlianheqI","Darhan Muminggan Lianheqi","Da'erhan Maoming'an Lianheqi,Darhan,Darhan Mu-ming United Banner,Darhan Muminggan Lianheqi,Darhan Qi,Darhan-Mow Mingan United Banner,Darkhan Mowmingan Union Banner,Da’erhan Maoming’an Lianheqi,Ta-erh-han-mao-ming-an-lien-ho Ch'i,Ta-erh-han-mao-ming-an-lien-ho Ch’i,Taerhhanmaomingan Union Banner,da er han mao ming an lian he qi,da er han qi,da mao,达尔罕旗,达尔罕茂明安联合旗,达茂","A","ADM3",6055113.75550758,5720296.55251688
"1122",4,2037844,"daqintaL","Daqin Tal","Daqin Tal,Daqin Tala Zhen,Nai-man-ch'i,Nai-man-ch’i,Nai-man-wang-fu,Naiman Qi,Ta-ch'in-t'a-la,Ta-ch’in-t’a-la,Tah-sing-tala,Tai-ch'in-t'a-la,Tai-ch’in-t’a-la,da qin ta la,da qin ta la zhen,nai man qi,大沁他拉,大沁他拉镇,奈曼旗","P","PPLA3",5156877.63565794,5531885.32210645
"1123",4,2037850,"daqingshaN","Daqing Shan","Daqing Shan,Datsinshan' Range,Datsinshan’ Range,Ta Tsing Shan,Ta-ch'ing Shan,Ta-ch’ing Shan","T","MTS",6065442.3267899,5609920.23792387
"1124",4,2037853,"daqingshaN","Daqing Shan","","T","MT",6109915.04236919,5578532.09531155
"1125",1,2037866,"dapaozI","Dapaozi","","P","PPL",4872495.00658537,5791540.40360455
"1126",7,2037875,"daodemiaO","Daodemiao","","P","PPL",5121278.14320532,5639411.8681396
"1127",1,2037880,"danianzI","Danianzi","Danianzi,Ta-nien-tzu","P","PPL",5389995.54393195,5561509.85842253
"1128",8,2037882,"dangpudI","Dangpudi","","P","PPL",5340397.38201478,5518156.62248951
"113",8,1799151,"otogqianqI","Otog Qianqi","Etuoke,Etuoke Qianqi,O-t'o-k'o Ch'ien-ch'i,O-t’o-k’o Ch’ien-ch’i,Otog,Otog Qianqi,e tuo ke,e tuo ke qian qi,鄂托克,鄂托克前旗","A","ADM3",6546654.83067851,5381319.14880962
"1132",1,2037909,"daliuhaO","Daliuhao","Daliuhao,Ta-liu-hao,Ta-lu-hao,da liu hao,大六号","P","PPLA4",5866814.11400509,5559307.49376567
"1134",2,2037922,"dalanturU","Dalan Turu","","P","PPL",6530407.27660434,5802140.02247807
"1135",4,2037923,"dalangshaN","Dalang Shan","","T","MT",6304142.08881729,5782831.44746998
"1136",3,2037924,"dalamamiaO","Dalamamiao","Dalamamiao,Ta-la-ma-miao","P","PPL",5900562.65323471,5666648.39179451
"1137",3,2037926,"dalainuR","Dalai Nur","Dalai Nor,Dalai Nur,Dalay Nuur,Lake Dalay Nur,Lake Taal,Ta Hai,Ta-erh Hu,Ta-erh Po,Ta-lai-no-erh,Ta-li Hu,Ta-li Po,Ta-li-no-erh,Tai Hai,Tarinor,Tariso Nuur","H","LK",5448527.1317572,5704612.87093982
"1138",3,2037927,"dalainhoB","Dalain Hob","Buhelanda,Dalai Hob,Dalai Hob Zhen,Dalaihubu,Dalaihubu Zhen,Dalain Hob,Dalankebu,Eji'na Qi,Ejin Qi,Eji’na Qi,O-chi-na-ch'i,O-chi-na-ch’i,Pu-ho-lan-ta,Pu-k'o-lan-ta,Pu-k’o-lan-ta,Ta-lan-k'o-pu,Ta-lan-k'u-pu,Ta-lan-k’o-pu,Ta-lan-k’u-pu,da lai hu bu,da lai hu bu zhen,e ji na qi,达来呼布,达来呼布镇,额济纳旗","P","PPLA3",6727654.88666187,6123540.48420757
"1139",1,2037928,"dalaigoU","Dalaigou","Dalaigou,Dalajgou,Ta-lai-kou,da lai gou,Далайгоу,达赖沟","P","PPL",4482713.45967128,6491730.49055932
"114",5,1799152,"otogqI","Otog Qi","Etuoke,Etuoke Qi,Khotok Banner,O-t'o-k'o Ch'i,O-t’o-k’o Ch’i,Ot'ok'e Banner,Otog,Otog Qi,Ot’ok’e Banner,e tuo ke,e tuo ke qi,鄂托克,鄂托克旗","A","ADM3",6459766.2582993,5509057.69786803
"1141",3,2037932,"daladqI","Dalad Qi","Dalad,Dalad Banner,Dalad Qi,Dalat Banner,Dalate Qi,Ta-la-t'e Ch'i,Ta-la-t’e Ch’i,da la te,da la te qi,达拉特,达拉特旗","A","ADM3",6197886.44583353,5566195.74748131
"1142",5,2037933,"dalabiN","Dalabin","Dalabin,Dalabin',Далабинь","P","PPL",4362534.60155121,6212013.14618602
"1144",2,2037941,"daiqintaL","Daiqin Tal","Daiqin Tal,Stavka Knyazya Tushetu Van,T'u-shih-yeh-t'u-wang-fu,Tai kin tala,Tai-ch'in-t'a-la,Tai-ch’in-t’a-la,Tushet-Van,T’u-shih-yeh-t’u-wang-fu","P","PPL",4929193.91755748,5783655.79398197
"1145",5,2037943,"daihaI","Dai Hai","Dai Hai,Lake Dakhay,Ozero Taykhi-nor,Ta Hai Nuur,Ta-yeh Hai-tzu,Tai Hai,Tai-hai-t'an,Tai-hai-t’an,Taiha Nor","H","LK",5966491.52882739,5496357.4355387
"1147",8,2037948,"dahuofanG","Dahuofang","Dahuofang,Hua Huxu,Ta-huo-fang","P","PPL",4965720.21960768,5640667.03794093
"1148",8,2037957,"dahuabeI","Dahuabei","Dahuabei,Dahuabei Shan,Ta-hua-pei Shan","T","MT",6214746.14215267,5629147.59470329
"1149",4,2037960,"dahongchenG","Dahongcheng","Dahongcheng,Ta-hung-ch'eng,Ta-hung-ch’eng","P","PPL",6069058.30406214,5480647.5066739
"115",12,1799153,"ordosgaoyuaN","Ordos Gaoyuan","","T","PLAT",6381574.00100943,5428875.05283955
"1150",8,2037962,"dahingganlinG","Da Hinggan Ling","Bol'shoy Khingan,Bol’shoy Khingan,Da Hinggan Ling,Great Hsingan,Great Khingan Mountains,Great Khinogan Mountains,Greater Khingan Range,Hingan Shan,Hingan Tung,Ta-hsing-an Ling,Ta-hsing-an Ling-mo,Ta-hsing-an-ling Shan-mo,Taktingan Mountains","T","MTS",4612297.86092944,6214650.38008042
"1151",1,2037964,"dahekoU","Dahekou","Dahekou,Ta-he-kou,Ta-ho-k'ou,Ta-ho-k’ou","P","PPL",5522134.79305043,5564744.98759095
"1152",1,2037971,"daheihE","Dahei He","Dahei He,Dakheykhe,Hei Ho,Hsiao-hei Ho,Hsiaokhcho,Kheykhe,Min-chu Ch'u,Min-chu Ch’ü,Ta-hei Ho,Tahi Ho","H","STM",6112837.24564832,5507759.34596421
"1153",4,2037989,"daguangdingzishaN","Daguangdingzi Shan","","T","MT",4672233.36254012,6165465.01140742
"1154",4,2038012,"dachengzI","Dachengzi","Dachengzi,Ta-ch'eng-tzu,Ta-ch’eng-tzu","P","PPL",5381666.1657376,5440301.33621471
"1155",1,2038022,"dabeigoU","Dabeigou","Dabeigou,Ta-pei-kou","P","PPL",5587454.02667924,5561673.38587091
"1158",4,2038045,"cuifenG","Cuifeng","","P","PPL",4328775.40172462,6334092.4190665
"1159",2,2038051,"chutoulanG","Chutoulang","","P","PPL",5361638.42870907,5523635.94675366
"116",12,1799154,"ordonnuR","Ordon Nur","Ordon Nur,Wu-jih-te-no-erh","P","PPL",6443040.30980259,5434781.51493355
"1160",4,2038066,"chifengshI","Chifeng Shi","Ch'ih-feng Shih,Chifeng,Chifeng Shi,Ch’ih-feng Shih,Ulanhad Shi,chi feng,chi feng shi,chifeng shi,赤峰,赤峰市","A","ADM2",5229953.51660961,5664944.89690854
"1161",4,2038067,"chifenG","Chifeng","CIF,Cch'-feng,Ch'ih-feng,Ch'ih-feng-chou,Ch'ih-feng-hsien,Ch'ih-feng-shih,Chhak-fung-su,Chhak-fûng-sṳ,Chhek-hong-chhi,Chhek-hong-chhī,Chiah-hung,Chifehn,Chifeng,Chifeng Shi,Chiáh-hŭng,Ch’ih-feng,Ch’ih-feng-chou,Ch’ih-feng-hsien,Ch’ih-feng-shih,Ha-ta,Hongshan Qu,Tschifoeng,Tschiföng,Ulaan Hada,Ulaankhad,Ulanhad,Wu-lan-ha-ta,Xich Phong,Xích Phong,cheupeong si,chi feng,chi feng shi,chyfng,chyfyng,hong shan qu,Čch’-feng,Улаанхад,Чифенг,Чифэн,چیفنگ,چیفینگ,红山区,赤峰,赤峰市,츠펑 시","P","PPLA2",5337144.60807753,5507386.12723525
"1162",8,2038077,"chenjiacuN","Chenjiacun","Ch'en-chia-ts'un,Chenjiacun,Ch’en-chia-ts’un","P","PPL",5804617.49690864,5651431.38191319
"1163",8,2038082,"chengjiayinG","Chengjiaying","","P","PPL",6008851.93328245,5526270.41444017
"1164",4,2038088,"chenbaragqI","Chen Barag Qi","Barga,Ch'en-pa-erh-hu Ch'i,Chen Ba'erhu Qi,Chen Barag,Chen Barag Qi,Chen Ba’erhu Qi,Chenba'erhu Qi,Chenba’erhu Qi,Ch’en-pa-erh-hu Ch’i,Old Barga Banner,chen ba er hu,chen ba er hu qi,陈巴尔虎,陈巴尔虎旗","A","ADM3",4768606.78534713,6331136.50174175
"1165",9,2038097,"charbaqI","Charbaqi","Ch'a-erh-pa-ch'i,Charbaci,Charbaqi,Ch’a-erh-pa-ch’i,Чарбаци","P","PPL",4564023.64273439,6134753.35822412
"1166",4,2038098,"chaozhonG","Chaozhong","Ch'ao-chung,Chaozhong,Ch’ao-chung,chao zhong,潮中","P","PPL",4505768.24191167,6453226.99990419
"1167",12,2038105,"chaoyanG","Chaoyang","Ch'ao-yang-tien,Ch'ao-yang-ts'un,Chaoyang,Ch’ao-yang-tien,Ch’ao-yang-ts’un,chao yang,朝阳","P","PPL",4368396.21338148,6268851.75870769
"1168",12,2038107,"chaoyanG","Chaoyang","Chaoyang,Shi'erzhan,Shi’erzhan","P","PPL",4173431.23873734,6359694.39970134
"1169",12,2038119,"chaoyanG","Chaoyang","","P","PPL",5760309.04678151,5608241.90671802
"1171",1,2038126,"chaohanshaN","Chaohan Shan","","T","MT",4539473.60369392,6214647.1378099
"1172",2,2038164,"qaganyinG","Qagan Ying","Changhanying,Qagan Ying,Qagan Ying Xiang","P","PPL",5989189.80143437,5467453.01624506
"1174",1,2038221,"cangtouhE","Cangtou He","Cangtou He,T'u-mao Ho,Ts'ang-t'ou Ho,Ts’ang-t’ou Ho,T’u-mao Ho","H","STM",6020545.55661176,5480739.04652924
"1176",5,2038239,"burgastaI","Burgastai","Baorige Sitai,Baorige Sitai Sumu,Burgastai,bao ri ge si tai,bao ri ge si tai su mu,宝日格斯台,宝日格斯台苏木","P","PPLA4",5130170.82565751,5850262.71497501
"1177",9,2038240,"burdsuM","Burd Sum","Burd,Burd Sum,Pu-erh-t'o,Pu-erh-t’o","P","PPL",5644679.96694065,5673322.73515799
"118",8,1799157,"obonxiL","Obon Xil","","P","PPL",6207121.36166425,5496616.16236978
"1180",3,2038243,"bombatmiaO","Bombat Miao","Bombat Miao,Bumbat,Bumbat Sum,Pen-pa-miao","P","PPL",6452942.14825137,5798108.07055627
"1182",2,2038247,"bulangnuR","Bulang Nur","Bulang Nur,Bulang Nur Xiang,Bulanggin Nur,Pu-lan-nao,Pu-lun-nao,Pu-lun-no,Pu-lung-nao","P","PPL",6411838.80004502,5689975.38068479
"1183",2,2038248,"bulagsuM","Bulag Sum","Bulag Sum,Pao-li-kao-miao","P","PPL",5206475.42215796,5968311.02196454
"1188",2,2038256,"budunhuA","Budun Hua","","P","PPL",4945850.04443614,5758446.52088535
"1189",2,2038257,"budunhargaN","Budun Hargan","","P","PPL",4903583.12655009,5513537.6703536
"119",5,1799170,"nurigaI","Nurigai","Nurigai,Nurigai Sumu,nu ri gai,nu ri gai su mu,努日盖,努日盖苏木","P","PPLA4",6958418.04336673,5804736.16597089
"1193",5,2038263,"borhuxU","Bor Huxu","","P","PPL",5065243.19025017,5558735.38213755
"1194",4,2038273,"bolihujinG","Bolihujing","Bolihujing,Po-li-wu-ching","P","PPL",5793340.61533063,5612344.82847133
"1195",9,2038275,"boinsuM","Boin Sum","","P","PPL",5853513.42026959,5706491.27033667
"1196",2,2038281,"bisiyinG","Bisiying","","P","PPL",5389526.72636583,5408957.73737752
"1197",1,2038289,"bilahE","Bila He","Bila He,Bilakhe,Pi-la Ho","H","STM",4461032.18449256,6198317.37365265
"1199",4,2038301,"benghE","Beng He","Beng He,Peng Ho","H","STM",5275696.25304906,5510850.44446483
"12",1,1783624,"zuitouhU","Zuitou Hu","","H","LK",6847096.11823714,5521315.53989767
